Id,Plant,Rework Station,Rework Activity,Defect Location,Defect Type,Pseudo Defect,Week,Rework Duration
82283,Sindelfingen,A0100,Polished,Seat back left,Paint drops,0,1,90.0
82284,Ingolstadt,S5123,Dent repaired,Drivers seat,Part missing,0,9,300.0
82285,Sindelfingen,A0087,Polished,Roof liner right,Paint drops,0,13,1.0
82286,Sindelfingen,S3513,Polished,Tailgate front,Scratch,1,4,30.0
82287,Ingolstadt,S9845,Cleaned,Trunk inner upper,Paint drops,0,11,10.0
82288,Sindelfingen,S9845,Part replaced,Glove compartment inner,Scratch,1,1,1.0
82289,Sindelfingen,A0021,Part replaced,Tailgate front,Cable missing,0,11,15.0
82290,Munich,S4213,Part replaced,Seat back left,Scratch,0,4,2.0
82291,Munich,SP8471,Part replaced,Roof liner right,Elektriks defect,0,1,2.0
82292,Sindelfingen,S9845,Part replaced,Glove compartment inner,Clip loose,0,7,75.0
82293,Ingolstadt,A0008,Checked OK,Seat back left,Paint drops,0,9,255.0
82294,Munich,S9845,Part replaced,Digital dashboard middle,Scratch,1,7,1.0
82295,Ingolstadt,A0003,Cleaned,Seat back left,Scratch,0,11,15.0
82296,Sindelfingen,SP8471,Part replaced,Trunk inner upper,Elektriks defect,1,14,1.0
82297,Ingolstadt,A0021,Polished,Seat back left,Clip loose,0,3,10.0
82298,Sindelfingen,S4213,Part replaced,Glove compartment inner,Dirt,0,12,90.0
82299,Sindelfingen,S9845,Checked OK,Trunk inner left,Clip loose,0,14,1.0
82300,Sindelfingen,A0100,Polished,Trunk inner upper,Cable missing,1,8,300.0
82301,Ingolstadt,S9845,Cleaned,Front door right,Dirt,0,3,3.0
82302,Sindelfingen,A0087,Polished,Front door right,Part missing,1,1,10.0
82303,Munich,A0087,Polished,Glove compartment inner,Clip loose,0,8,15.0
82304,Ingolstadt,A0008,Checked OK,Roof liner right,Paint drops,1,10,75.0
82305,Sindelfingen,S3513,Checked OK,Digital dashboard left,Clip loose,1,14,10.0
82306,Sindelfingen,S5123,Checked OK,Windscreen,Cable missing,0,4,15.0
82307,Ingolstadt,A0003,Checked OK,Seat back left,Cable missing,0,2,1.0
82308,Ingolstadt,A0089,Part replaced,Tailgate front,Paint drops,1,7,1.0
82309,Sindelfingen,S9845,Polished,Front door right,Elektriks defect,0,9,75.0
82310,Ingolstadt,SP8471,Polished,Seat back left,Clip loose,0,7,1.0
82311,Ingolstadt,A0089,Polished,Drivers seat,Scratch,0,13,1.0
82312,Ingolstadt,A0087,Checked OK,Seat back left,Part missing,0,4,15.0
82313,Ingolstadt,SP8471,Polished,Roof liner right,Cable missing,0,6,1.0
82314,Munich,S3513,Checked OK,Front door right,Cable missing,1,11,30.0
82315,Sindelfingen,A0021,Polished,Seat back left,Dirt,0,9,45.0
82316,Ingolstadt,S4213,Polished,Tailgate front,Polishing error,0,14,1.0
82317,Sindelfingen,A0087,Part replaced,Seat back left,Polishing error,0,4,1.0
82318,Ingolstadt,A0021,Polished,Glove compartment inner,Cable missing,0,7,45.0
82319,Ingolstadt,A0021,Polished,Tailgate front,Paint drops,0,13,1.0
82320,Sindelfingen,M4719,Polished,Front door right,Part missing,0,6,10.0
82321,Sindelfingen,SP8471,Checked OK,Windscreen,Elektriks defect,0,4,80.0
82322,Ingolstadt,A0100,Polished,Glove compartment inner,Clip loose,1,11,160.0
82323,Ingolstadt,S9842,Polished,Drivers seat,Label missing,0,12,20.0
82324,Ingolstadt,M9348,Cleaned,Seat back left,Scratch,0,9,1.0
82325,Munich,SP8471,Part replaced,Nothing specified,Polishing error,0,11,1.0
82326,Sindelfingen,S9842,Part replaced,Digital dashboard middle,Paint drops,1,14,15.0
82327,Ingolstadt,A0008,Polished,Nothing specified,Part missing,0,12,1.0
82328,Munich,S5123,Polished,Seat back left,Scratch,0,13,120.0
82329,Munich,A0087,Cleaned,Digital dashboard middle,Dirt,1,14,120.0
82330,Ingolstadt,M8439,Part replaced,Digital dashboard middle,Part sticks out,0,6,2.0
82331,Ingolstadt,S9845,Polished,Trunk inner upper,Dirt,0,1,1.0
82332,Ingolstadt,S4213,Checked OK,Digital dashboard middle,Paint drops,0,2,1.0
82333,Sindelfingen,A0003,Checked OK,Trunk inner left,Scratch,0,3,60.0
82334,Sindelfingen,A0021,Grinded,Nothing specified,Scratch,0,7,30.0
82335,Sindelfingen,S5123,Checked OK,Drivers seat,Clip loose,0,8,15.0
82336,Munich,A0003,Polished,Trunk inner upper,Clip loose,0,7,10.0
82337,Ingolstadt,S9845,Polished,Windscreen,Cable missing,0,14,2.0
82338,Ingolstadt,S5123,Dent repaired,Drivers seat,Screw loose,0,14,10.0
82339,Sindelfingen,S3513,Checked OK,Roof liner right,Polishing error,0,4,1.0
82340,Sindelfingen,A0021,Grinded,Front door right,Polishing error,1,1,40.0
82341,Ingolstadt,A0089,Part replaced,Drivers seat,Paint drops,0,1,120.0
82342,Ingolstadt,A0087,Polished,Tailgate front,Screw loose,1,2,1.0
82343,Ingolstadt,A0021,Polished,Windscreen,Paint drops,0,3,1.0
82344,Sindelfingen,A0008,Polished,Nothing specified,Paint drops,0,9,90.0
82345,Sindelfingen,S9845,Checked OK,Seat back left,Polishing error,0,7,1.0
82346,Munich,SP8471,Dent repaired,Drivers seat,Paint drops,1,1,300.0
82347,Ingolstadt,A0089,Polished,Tailgate front,Part missing,0,1,110.0
82348,Sindelfingen,A0089,Part replaced,Trunk inner left,Paint drops,0,6,1.0
82349,Sindelfingen,S9845,Polished,Digital dashboard left,Dent,1,11,1.0
82350,Ingolstadt,S5123,Cleaned,Drivers seat,Dent,1,12,45.0
82351,Sindelfingen,A0089,Polished,Digital dashboard middle,Paint drops,0,14,10.0
82352,Sindelfingen,S9845,Polished,Windscreen,Part missing,0,8,45.0
82353,Sindelfingen,S9845,Checked OK,Windscreen,Paint drops,0,3,1.0
82354,Sindelfingen,A0100,Grinded,Front door right,Paint drops,0,13,1.0
82355,Sindelfingen,A0021,Part replaced,Digital dashboard middle,Clip loose,1,4,10.0
82356,Munich,S5123,Cleaned,Digital dashboard middle,Paint drops,0,10,2.0
82357,Sindelfingen,A0008,Polished,Drivers seat,Scratch,0,1,120.0
82358,Munich,A0021,Checked OK,Trunk inner upper,Elektriks defect,1,13,1.0
82359,Ingolstadt,M7120,Polished,Digital dashboard left,Part missing,0,5,5.0
82360,Munich,SP8471,Dent repaired,Nothing specified,Polishing error,0,7,1.0
82361,Ingolstadt,A0087,Polished,Seat back left,Cable missing,0,11,1.0
82362,Munich,A0087,Polished,Trunk inner upper,Elektriks defect,0,4,1.0
82363,Sindelfingen,M3417,Polished,Trunk inner upper,Cable missing,1,9,1.0
82364,Munich,A0089,Dent repaired,Nothing specified,Cable missing,0,13,30.0
82365,Ingolstadt,S9845,Cleaned,Drivers seat,Screw loose,1,7,40.0
82366,Ingolstadt,A0003,Part replaced,Trunk inner upper,Elektriks defect,1,12,90.0
82367,Sindelfingen,S5123,Checked OK,Digital dashboard middle,Paint drops,0,5,300.0
82368,Sindelfingen,A0021,Polished,Front door right,Clip loose,0,9,30.0
82369,Ingolstadt,M8439,Part replaced,Digital dashboard left,Screw loose,0,12,5.0
82370,Ingolstadt,S9845,Part replaced,Glove compartment inner,Scratch,1,10,30.0
82371,Munich,M9348,Checked OK,Drivers seat,Screw loose,0,7,15.0
82372,Sindelfingen,S4213,Polished,Drivers seat,Polishing error,0,4,5.0
82373,Sindelfingen,SP8471,Cleaned,Trunk inner upper,Polishing error,0,6,10.0
82374,Ingolstadt,A0100,Part replaced,Nothing specified,Dirt,0,5,90.0
82375,Munich,A0087,Part replaced,Trunk inner upper,Scratch,0,1,10.0
82376,Ingolstadt,M7120,Polished,Digital dashboard middle,Part sticks out,0,1,1.0
82377,Ingolstadt,A0021,Checked OK,Tailgate front,Scratch,0,12,30.0
82378,Munich,M3417,Part replaced,Trunk inner left,Part missing,0,12,1.0
82379,Sindelfingen,S5123,Polished,Nothing specified,Paint drops,0,10,1.0
82380,Ingolstadt,A0087,Polished,Roof liner right,Part missing,0,11,1.0
82381,Ingolstadt,S5123,Polished,Nothing specified,Part missing,1,7,90.0
82382,Munich,S3513,Polished,Nothing specified,Elektriks defect,0,2,2.0
82383,Sindelfingen,A0021,Part replaced,Digital dashboard left,Scratch,1,12,1.0
82384,Sindelfingen,A0008,Polished,Trunk inner upper,Polishing error,0,8,1.0
82385,Sindelfingen,A0021,Grinded,Windscreen,Polishing error,0,10,1.0
82386,Ingolstadt,A0021,Checked OK,Drivers seat,Polishing error,0,6,1.0
82387,Munich,SP8471,Polished,Tailgate front,Label missing,1,3,30.0
82388,Sindelfingen,S9845,Checked OK,Front door right,Dirt,1,2,1.0
82389,Sindelfingen,S3513,Polished,Digital dashboard middle,Paint drops,0,11,90.0
82390,Sindelfingen,S4213,Polished,Roof liner right,Scratch,0,8,1.0
82391,Sindelfingen,M9348,Polished,Glove compartment inner,Polishing error,1,14,1.0
82392,Ingolstadt,A0021,Polished,Nothing specified,Elektriks defect,1,8,1.0
82393,Ingolstadt,S4213,Polished,Trunk inner upper,Part missing,1,13,1.0
82394,Ingolstadt,M8439,Polished,Trunk inner left,Part missing,0,14,30.0
82395,Sindelfingen,A0100,Checked OK,Digital dashboard middle,Part missing,1,4,45.0
82396,Munich,A0089,Polished,Seat back left,Label missing,0,14,5.0
82397,Sindelfingen,S9845,Grinded,Nothing specified,Clip loose,0,3,1.0
82398,Ingolstadt,A0087,Polished,Windscreen,Cable missing,0,5,1.0
82399,Sindelfingen,A0100,Grinded,Trunk inner upper,Scratch,0,3,10.0
82400,Sindelfingen,S4213,Polished,Digital dashboard middle,Part missing,0,7,90.0
82401,Ingolstadt,A0003,Dent repaired,Windscreen,Dent,0,2,1.0
82402,Ingolstadt,SP8471,Checked OK,Digital dashboard left,Screw loose,0,5,1.0
82403,Sindelfingen,M3471,Polished,Tailgate front,Elektriks defect,0,12,1.0
82404,Ingolstadt,M4719,Part replaced,Front door right,Part missing,0,6,255.0
82405,Ingolstadt,A0100,Polished,Digital dashboard left,Dirt,1,4,170.0
82406,Sindelfingen,A0089,Checked OK,Glove compartment inner,Part sticks out,1,5,1.0
82407,Ingolstadt,M8439,Polished,Drivers seat,Paint drops,0,13,1.0
82408,Ingolstadt,A0008,Polished,Digital dashboard middle,Elektriks defect,0,13,30.0
82409,Ingolstadt,A0100,Polished,Drivers seat,Part missing,1,8,5.0
82410,Munich,M3417,Cleaned,Drivers seat,Paint drops,0,9,40.0
82411,Munich,A0021,Cleaned,Drivers seat,Label missing,1,14,30.0
82412,Munich,A0003,Checked OK,Nothing specified,Paint drops,1,11,1.0
82413,Sindelfingen,A0089,Checked OK,Nothing specified,Part missing,0,11,1.0
82414,Munich,S5123,Grinded,Roof liner right,Paint drops,0,8,1.0
82415,Munich,A0087,Part replaced,Seat back left,Cable missing,0,3,255.0
82416,Munich,SP8471,Part replaced,Glove compartment inner,Clip loose,1,2,15.0
82417,Munich,A0021,Part replaced,Digital dashboard middle,Elektriks defect,1,2,120.0
82418,Ingolstadt,M9348,Checked OK,Glove compartment inner,Polishing error,0,4,2.0
82419,Munich,A0089,Polished,Glove compartment inner,Part sticks out,0,5,30.0
82420,Sindelfingen,A0087,Cleaned,Nothing specified,Clip loose,0,3,1.0
82421,Munich,SP8471,Polished,Drivers seat,Cable missing,0,3,1.0
82422,Ingolstadt,S5123,Polished,Nothing specified,Dent,0,14,120.0
82423,Sindelfingen,M8439,Polished,Seat back left,Clip loose,0,2,45.0
82424,Munich,SP8471,Polished,Front door right,Dent,0,2,1.0
82425,Sindelfingen,S4213,Grinded,Windscreen,Scratch,0,7,1.0
82426,Ingolstadt,S9842,Part replaced,Trunk inner left,Clip loose,0,8,1.0
82427,Munich,A0087,Polished,Roof liner right,Paint drops,1,8,15.0
82428,Sindelfingen,SP8471,Checked OK,Windscreen,Scratch,0,14,1.0
82429,Ingolstadt,A0087,Polished,Glove compartment inner,Elektriks defect,0,11,1.0
82430,Ingolstadt,S9842,Polished,Windscreen,Label missing,1,2,10.0
82431,Ingolstadt,A0008,Part replaced,Digital dashboard middle,Dent,0,13,1.0
82432,Munich,S9845,Dent repaired,Digital dashboard middle,Label missing,0,2,10.0
82433,Munich,S3513,Polished,Digital dashboard left,Part missing,0,7,30.0
82434,Munich,S5123,Cleaned,Tailgate front,Dirt,0,4,30.0
82435,Sindelfingen,S5123,Polished,Digital dashboard middle,Dent,1,2,10.0
82436,Ingolstadt,A0087,Polished,Nothing specified,Dirt,0,11,5.0
82437,Ingolstadt,M9348,Cleaned,Drivers seat,Dent,0,13,120.0
82438,Ingolstadt,SP8471,Polished,Seat back left,Part missing,0,11,8.0
82439,Munich,SP8471,Dent repaired,Seat back left,Cable missing,0,1,10.0
82440,Ingolstadt,A0003,Checked OK,Seat back left,Label missing,0,8,1.0
82441,Ingolstadt,M3417,Polished,Tailgate front,Dent,0,4,20.0
82442,Sindelfingen,M9348,Dent repaired,Nothing specified,Dent,0,1,5.0
82443,Ingolstadt,S4213,Part replaced,Drivers seat,Polishing error,0,11,1.0
82444,Sindelfingen,SP8471,Checked OK,Roof liner right,Screw loose,0,4,10.0
82445,Munich,A0003,Polished,Nothing specified,Clip loose,0,12,10.0
82446,Ingolstadt,S5123,Part replaced,Nothing specified,Clip loose,1,8,1.0
82447,Ingolstadt,SP8471,Part replaced,Nothing specified,Clip loose,0,9,10.0
82448,Sindelfingen,A0003,Polished,Digital dashboard left,Dirt,0,8,1.0
82449,Ingolstadt,S3513,Polished,Glove compartment inner,Dirt,0,5,1.0
82450,Munich,M7120,Dent repaired,Digital dashboard middle,Elektriks defect,1,11,1.0
82451,Munich,A0087,Part replaced,Nothing specified,Paint drops,1,8,45.0
82452,Sindelfingen,A0089,Checked OK,Drivers seat,Polishing error,0,10,45.0
82453,Sindelfingen,A0089,Grinded,Front door right,Paint drops,1,7,1.0
82454,Ingolstadt,A0087,Checked OK,Roof liner right,Cable missing,1,13,30.0
82455,Sindelfingen,A0021,Checked OK,Nothing specified,Scratch,1,11,3.0
82456,Munich,SP8471,Grinded,Seat back left,Scratch,1,12,2.0
82457,Ingolstadt,S9842,Part replaced,Trunk inner upper,Dirt,0,4,1.0
82458,Munich,S5123,Dent repaired,Windscreen,Clip loose,1,4,1.0
82459,Ingolstadt,A0021,Grinded,Seat back left,Part missing,0,14,1.0
82460,Ingolstadt,S4213,Checked OK,Glove compartment inner,Clip loose,0,9,10.0
82461,Munich,A0100,Polished,Nothing specified,Clip loose,1,3,75.0
82462,Sindelfingen,A0003,Checked OK,Drivers seat,Clip loose,0,8,5.0
82463,Sindelfingen,S5123,Cleaned,Nothing specified,Scratch,1,13,1.0
82464,Sindelfingen,A0087,Cleaned,Seat back left,Clip loose,0,3,1.0
82465,Munich,S3513,Part replaced,Trunk inner upper,Cable missing,0,3,1.0
82466,Munich,A0089,Part replaced,Front door right,Label missing,0,7,5.0
82467,Ingolstadt,A0021,Polished,Windscreen,Polishing error,0,1,1.0
82468,Ingolstadt,S3513,Dent repaired,Front door right,Elektriks defect,0,4,1.0
82469,Ingolstadt,SP8471,Polished,Tailgate front,Elektriks defect,0,10,5.0
82470,Munich,M7120,Part replaced,Trunk inner left,Paint drops,1,6,120.0
82471,Munich,A0087,Part replaced,Front door right,Clip loose,0,9,45.0
82472,Munich,S5123,Part replaced,Trunk inner upper,Clip loose,0,5,5.0
82473,Munich,M4719,Polished,Digital dashboard middle,Dirt,0,4,20.0
82474,Ingolstadt,S4213,Polished,Glove compartment inner,Polishing error,1,2,1.0
82475,Ingolstadt,SP8471,Polished,Trunk inner upper,Clip loose,1,5,1.0
82476,Sindelfingen,M3417,Grinded,Front door right,Scratch,0,4,20.0
82477,Ingolstadt,M7120,Cleaned,Nothing specified,Part sticks out,1,6,5.0
82478,Munich,A0021,Part replaced,Digital dashboard middle,Clip loose,0,8,1.0
82479,Ingolstadt,A0087,Polished,Nothing specified,Cable missing,1,11,1.0
82480,Munich,A0021,Part replaced,Drivers seat,Paint drops,0,11,1.0
82481,Munich,A0089,Polished,Front door right,Polishing error,0,12,45.0
82482,Sindelfingen,S3513,Checked OK,Windscreen,Cable missing,1,1,90.0
82483,Munich,S9845,Dent repaired,Tailgate front,Scratch,0,6,25.0
82484,Ingolstadt,A0087,Polished,Seat back left,Scratch,0,3,10.0
82485,Ingolstadt,A0100,Cleaned,Drivers seat,Polishing error,0,2,30.0
82486,Munich,M8439,Part replaced,Trunk inner upper,Part sticks out,1,12,1.0
82487,Sindelfingen,A0021,Polished,Front door right,Scratch,0,4,1.0
82488,Sindelfingen,S9845,Cleaned,Trunk inner left,Elektriks defect,1,9,30.0
82489,Ingolstadt,M8439,Cleaned,Nothing specified,Paint drops,0,6,1.0
82490,Ingolstadt,SP8471,Polished,Trunk inner upper,Polishing error,0,12,105.0
82491,Sindelfingen,SP8471,Polished,Drivers seat,Label missing,0,9,5.0
82492,Ingolstadt,S9842,Part replaced,Roof liner right,Scratch,0,12,20.0
82493,Sindelfingen,S3513,Grinded,Seat back left,Part missing,0,6,40.0
82494,Sindelfingen,S5123,Cleaned,Drivers seat,Screw loose,0,2,15.0
82495,Munich,A0089,Part replaced,Nothing specified,Elektriks defect,0,7,8.0
82496,Munich,SP8471,Polished,Trunk inner upper,Dent,0,8,15.0
82497,Sindelfingen,S9845,Checked OK,Windscreen,Scratch,0,2,8.0
82498,Sindelfingen,SP8471,Polished,Digital dashboard left,Clip loose,0,11,0.08
82499,Sindelfingen,SP8471,Grinded,Nothing specified,Clip loose,0,13,30.0
82500,Munich,M7519,Polished,Tailgate front,Paint drops,1,7,1.0
82501,Munich,M3417,Part replaced,Trunk inner upper,Screw loose,0,6,1.0
82502,Ingolstadt,S5123,Dent repaired,Tailgate front,Clip loose,0,7,1.0
82503,Sindelfingen,S3513,Polished,Nothing specified,Paint drops,0,5,1.0
82504,Ingolstadt,A0100,Polished,Roof liner right,Scratch,1,7,10.0
82505,Sindelfingen,A0089,Dent repaired,Nothing specified,Screw loose,0,1,20.0
82506,Sindelfingen,S5123,Part replaced,Digital dashboard middle,Dent,0,3,1.0
82507,Sindelfingen,S3513,Cleaned,Digital dashboard middle,Polishing error,0,6,1.0
82508,Munich,S9845,Polished,Trunk inner upper,Dirt,0,8,5.0
82509,Ingolstadt,S9845,Grinded,Drivers seat,Elektriks defect,0,6,1.0
82510,Sindelfingen,A0089,Polished,Digital dashboard left,Paint drops,0,14,1.0
82511,Sindelfingen,S9845,Polished,Digital dashboard left,Clip loose,0,8,20.0
82512,Munich,S3513,Polished,Windscreen,Clip loose,0,8,1.0
82513,Sindelfingen,A0008,Polished,Digital dashboard left,Clip loose,0,8,1.0
82514,Sindelfingen,A0089,Polished,Drivers seat,Scratch,0,2,75.0
82515,Sindelfingen,S5123,Polished,Windscreen,Cable missing,0,14,1.0
82516,Ingolstadt,S4213,Polished,Roof liner right,Cable missing,0,3,1.0
82517,Munich,A0089,Part replaced,Tailgate front,Paint drops,0,13,1.0
82518,Sindelfingen,A0100,Checked OK,Seat back left,Scratch,0,5,120.0
82519,Ingolstadt,S9845,Polished,Seat back left,Screw loose,0,1,1.0
82520,Sindelfingen,A0021,Grinded,Digital dashboard left,Dent,0,3,1.0
82521,Munich,A0087,Grinded,Drivers seat,Label missing,0,10,30.0
82522,Sindelfingen,A0087,Checked OK,Trunk inner upper,Scratch,0,12,1.0
82523,Ingolstadt,S5123,Grinded,Drivers seat,Elektriks defect,1,8,5.0
82524,Ingolstadt,S5123,Grinded,Drivers seat,Scratch,0,8,10.0
82525,Munich,A0003,Checked OK,Nothing specified,Cable missing,0,11,5.0
82526,Ingolstadt,A0008,Checked OK,Nothing specified,Elektriks defect,0,3,45.0
82527,Sindelfingen,S3513,Grinded,Windscreen,Part missing,0,1,1.0
82528,Sindelfingen,S9845,Polished,Drivers seat,Part sticks out,0,2,5.0
82529,Sindelfingen,SP8471,Polished,Trunk inner upper,Elektriks defect,0,9,50.0
82530,Sindelfingen,A0021,Polished,Front door right,Polishing error,0,10,30.0
82531,Sindelfingen,A0021,Grinded,Drivers seat,Cable missing,0,8,8.0
82532,Munich,A0003,Cleaned,Tailgate front,Scratch,0,8,90.0
82533,Munich,A0089,Polished,Nothing specified,Paint drops,0,1,90.0
82534,Munich,S3513,Polished,Windscreen,Paint drops,0,8,45.0
82535,Sindelfingen,A0100,Polished,Trunk inner upper,Scratch,0,4,40.0
82536,Sindelfingen,S3513,Polished,Seat back left,Scratch,0,14,15.0
82537,Munich,A0089,Polished,Digital dashboard middle,Clip loose,0,6,15.0
82538,Munich,SP8471,Polished,Windscreen,Paint drops,1,4,5.0
82539,Ingolstadt,SP8471,Cleaned,Digital dashboard left,Cable missing,0,1,1.0
82540,Ingolstadt,A0089,Polished,Front door right,Scratch,1,6,15.0
82541,Sindelfingen,A0100,Polished,Nothing specified,Part missing,0,14,255.0
82542,Ingolstadt,S9845,Cleaned,Trunk inner left,Scratch,1,9,30.0
82543,Ingolstadt,SP8471,Grinded,Nothing specified,Label missing,0,13,1.0
82544,Munich,SP8471,Part replaced,Drivers seat,Paint drops,0,11,120.0
82545,Munich,A0003,Dent repaired,Digital dashboard middle,Polishing error,0,2,1.0
82546,Sindelfingen,SP8471,Polished,Drivers seat,Polishing error,1,12,5.0
82547,Munich,S5123,Polished,Drivers seat,Scratch,0,5,40.0
82548,Ingolstadt,A0087,Part replaced,Windscreen,Dirt,1,5,90.0
82549,Sindelfingen,SP8471,Cleaned,Drivers seat,Clip loose,0,13,1.0
82550,Ingolstadt,S3513,Cleaned,Front door right,Clip loose,0,4,10.0
82551,Sindelfingen,A0089,Grinded,Roof liner right,Paint drops,0,14,300.0
82552,Sindelfingen,S9845,Grinded,Nothing specified,Part missing,1,14,8.0
82553,Sindelfingen,A0100,Polished,Digital dashboard middle,Paint drops,0,7,40.0
82554,Munich,A0008,Dent repaired,Trunk inner upper,Polishing error,0,9,90.0
82555,Sindelfingen,A0021,Polished,Roof liner right,Polishing error,0,8,1.0
82556,Munich,A0021,Part replaced,Tailgate front,Clip loose,0,3,20.0
82557,Munich,A0100,Checked OK,Nothing specified,Part missing,0,1,3.0
82558,Sindelfingen,S9842,Part replaced,Front door right,Scratch,0,11,1.0
82559,Ingolstadt,A0100,Cleaned,Drivers seat,Paint drops,0,12,1.0
82560,Ingolstadt,SP8471,Cleaned,Roof liner right,Part missing,0,11,1.0
82561,Ingolstadt,S3513,Part replaced,Tailgate front,Polishing error,0,3,5.0
82562,Ingolstadt,A0089,Polished,Glove compartment inner,Clip loose,0,1,1.0
82563,Munich,S4213,Polished,Seat back left,Screw loose,0,6,1.0
82564,Sindelfingen,S9845,Polished,Trunk inner left,Clip loose,1,14,275.0
82565,Munich,M3417,Part replaced,Trunk inner upper,Cable missing,0,7,1.0
82566,Sindelfingen,M3471,Checked OK,Digital dashboard middle,Clip loose,0,9,15.0
82567,Ingolstadt,A0089,Checked OK,Nothing specified,Dirt,0,9,1.0
82568,Munich,A0089,Polished,Trunk inner upper,Dirt,0,14,1.0
82569,Sindelfingen,M3417,Polished,Glove compartment inner,Part missing,1,10,45.0
82570,Sindelfingen,S3513,Polished,Trunk inner upper,Clip loose,0,2,1.0
82571,Sindelfingen,S4213,Polished,Trunk inner upper,Scratch,1,12,5.0
82572,Munich,S9842,Polished,Trunk inner upper,Scratch,1,2,30.0
82573,Ingolstadt,A0087,Polished,Seat back left,Polishing error,0,7,1.0
82574,Ingolstadt,S9845,Polished,Digital dashboard middle,Clip loose,0,5,1.0
82575,Munich,S5123,Grinded,Digital dashboard middle,Paint drops,0,3,75.0
82576,Munich,A0089,Part replaced,Digital dashboard left,Cable missing,0,11,30.0
82577,Munich,S9845,Part replaced,Windscreen,Scratch,1,1,5.0
82578,Ingolstadt,A0087,Polished,Windscreen,Scratch,0,1,1.0
82579,Munich,A0100,Polished,Glove compartment inner,Paint drops,0,13,1.0
82580,Ingolstadt,S3513,Cleaned,Roof liner right,Elektriks defect,0,13,1.0
82581,Munich,M8439,Checked OK,Windscreen,Cable missing,0,10,1.0
82582,Munich,A0008,Part replaced,Nothing specified,Polishing error,0,1,40.0
82583,Sindelfingen,A0089,Grinded,Nothing specified,Part missing,1,9,30.0
82584,Munich,S9842,Polished,Trunk inner left,Scratch,0,3,1.0
82585,Ingolstadt,A0089,Checked OK,Roof liner right,Paint drops,0,13,1.0
82586,Ingolstadt,A0087,Polished,Digital dashboard left,Part missing,0,8,30.0
82587,Ingolstadt,A0021,Part replaced,Front door right,Clip loose,0,11,150.0
82588,Sindelfingen,A0100,Checked OK,Trunk inner left,Elektriks defect,1,1,45.0
82589,Sindelfingen,A0087,Polished,Seat back left,Clip loose,0,6,90.0
82590,Sindelfingen,A0087,Polished,Tailgate front,Dirt,0,8,105.0
82591,Ingolstadt,S3513,Cleaned,Drivers seat,Scratch,0,3,40.0
82592,Ingolstadt,S4213,Checked OK,Nothing specified,Part missing,0,14,10.0
82593,Sindelfingen,M3417,Polished,Seat back left,Scratch,0,7,1.0
82594,Munich,SP8471,Cleaned,Nothing specified,Cable missing,0,1,1.0
82595,Munich,A0003,Checked OK,Nothing specified,Clip loose,0,13,1.0
82596,Ingolstadt,A0100,Cleaned,Tailgate front,Label missing,0,13,2.0
82597,Sindelfingen,A0100,Polished,Front door right,Part missing,0,2,80.0
82598,Munich,S9845,Polished,Windscreen,Dirt,0,13,30.0
82599,Munich,A0089,Grinded,Trunk inner upper,Cable missing,0,12,1.0
82600,Ingolstadt,S5123,Checked OK,Digital dashboard middle,Scratch,0,5,255.0
82601,Sindelfingen,S4213,Checked OK,Glove compartment inner,Label missing,0,9,1.0
82602,Ingolstadt,S4213,Cleaned,Seat back left,Clip loose,1,14,2.0
82603,Ingolstadt,A0003,Part replaced,Trunk inner upper,Cable missing,0,9,90.0
82604,Sindelfingen,A0008,Polished,Seat back left,Clip loose,0,14,1.0
82605,Munich,A0087,Grinded,Nothing specified,Cable missing,1,10,1.0
82606,Munich,A0089,Dent repaired,Drivers seat,Part missing,0,12,10.0
82607,Ingolstadt,A0003,Checked OK,Tailgate front,Screw loose,0,2,25.0
82608,Ingolstadt,S9842,Polished,Drivers seat,Clip loose,0,13,1.0
82609,Ingolstadt,A0087,Polished,Glove compartment inner,Dirt,0,13,1.0
82610,Munich,A0021,Checked OK,Nothing specified,Scratch,0,8,40.0
82611,Sindelfingen,A0021,Polished,Drivers seat,Dirt,0,12,120.0
82612,Ingolstadt,S3513,Dent repaired,Glove compartment inner,Elektriks defect,1,5,10.0
82613,Munich,S9842,Polished,Nothing specified,Polishing error,1,1,8.0
82614,Munich,S9845,Grinded,Digital dashboard middle,Paint drops,0,14,150.0
82615,Ingolstadt,S5123,Part replaced,Nothing specified,Scratch,1,12,5.0
82616,Ingolstadt,S9845,Checked OK,Seat back left,Paint drops,0,1,1.0
82617,Munich,A0008,Polished,Glove compartment inner,Scratch,0,11,1.0
82618,Sindelfingen,M7120,Part replaced,Front door right,Paint drops,1,6,15.0
82619,Ingolstadt,S5123,Polished,Roof liner right,Screw loose,0,5,5.0
82620,Sindelfingen,S3513,Polished,Drivers seat,Scratch,0,9,10.0
82621,Munich,S5123,Part replaced,Glove compartment inner,Cable missing,1,1,1.0
82622,Ingolstadt,A0003,Polished,Glove compartment inner,Polishing error,1,6,1.0
82623,Munich,A0021,Polished,Digital dashboard left,Cable missing,0,1,150.0
82624,Sindelfingen,S4213,Grinded,Trunk inner upper,Paint drops,0,14,5.0
82625,Munich,SP8471,Polished,Tailgate front,Clip loose,0,2,90.0
82626,Munich,A0008,Part replaced,Nothing specified,Polishing error,1,11,50.0
82627,Munich,S9845,Polished,Digital dashboard middle,Paint drops,0,6,15.0
82628,Ingolstadt,S9842,Grinded,Seat back left,Scratch,0,2,1.0
